"site_id","lat","lon","avg_adjusted_revenue","bd_candidate_sites","ScaledRevenue"
"G6352",36.893289,30.704575,2858.60782733576,"not_candidate",4.28934686025107
"B1391",41.023889,29.131667,6500.1682761915,"bd_candidate",4.65794379482006
"B3416",37.752167,27.403719,8989.04527327403,"bd_candidate",4.90986668461643
"K2607",41.346969,36.238556,1697.82177527362,"not_candidate",4.17185267431356
"0D287",41.038608,28.870414,27276.4053058751,"bd_candidate",6.76090415716321
"00324",40.990192,28.615358,8566.3439039394,"bd_candidate",4.86708106258349
"00357",41.076881,29.026397,170.869770720532,"not_candidate",4.01729535307258
"K8686",38.314192,26.412,1161.15721156443,"not_candidate",4.11753175451744
"A3866",40.209914,28.967664,1090.4328235703,"not_candidate",4.11037306719643
"00358",41.031394,28.826244,7066.97035830905,"bd_candidate",4.7153152192163
"B3477",40.332919,27.98745,207.731722402548,"not_candidate",4.02102650145884
"A1108",40.906528,29.214389,2446.19110685606,"not_candidate",4.24760224525187
"B5917",40.774556,30.403081,1095.73293125923,"not_candidate",4.11090954145643
"A3977",39.929997,27.2589,34700.6264996016,"bd_candidate",7.51238012797391
"K1996",38.470556,27.166667,5416.42402637758,"bd_candidate",4.5482477417273
"K6684",40.967442,29.252081,1007.06306031692,"not_candidate",4.10193442129105
"K6639",40.987692,29.15075,8245.86856570909,"bd_candidate",4.83464270849444
"03826",40.176497,29.109608,10485.8798950778,"bd_candidate",5.06137553937867
"H1094",40.876108,29.227219,12925.4356976723,"bd_candidate",5.3083061624386
"00770",41.028097,28.8614,7438.23037007957,"bd_candidate",4.75289397266241
"A4777",36.900556,30.663331,4467.6988758648,"bd_candidate",4.45221825460526
"01552",40.991875,29.24265,1220.50709651219,"not_candidate",4.12353912030637
"A4762",36.896692,30.659267,5192.54999735589,"bd_candidate",4.52558732403385
"A5193",41.070858,30.156028,4658.4247029479,"bd_candidate",4.47152342781145
"0C444",41.167167,28.990219,131.143647363454,"not_candidate",4.01327429465617
"02093",39.918303,32.815608,938.349534567168,"not_candidate",4.0949792724447
"03055",39.556389,44.070556,6283.24971685144,"bd_candidate",4.63598740630288
"K1518",36.938419,30.654719,803.714061251502,"not_candidate",4.08135153690512
"0B207",41.028556,28.948417,3813.00668777929,"not_candidate",4.38595063746591
"B3212",36.88745,30.670808,1733.52441345279,"not_candidate",4.17546647756458
"K9358",40.733167,34.478956,45.9667239363896,"not_candidate",4.00465272889825
"0A298",41.083028,28.802028,6723.14286556281,"bd_candidate",4.68051317168016
"C5606",37.047331,37.316081,2722.68874616343,"not_candidate",4.27558919856368
"K9175",40.995889,28.847,104.780401995163,"not_candidate",4.01060582009299
"K7189",40.991217,29.135933,280.068867680177,"not_candidate",4.02834843126868
"K7621",40.769244,29.837367,21417.0326225611,"bd_candidate",6.16782137303822
"02450",38.453831,27.458692,3926.37526963056,"not_candidate",4.39742574884569
"0A500",41.041283,28.843294,6807.1915651482,"bd_candidate",4.68902053918285
"B2801",36.987181,35.314417,1008.09159212909,"not_candidate",4.10203852876871
"02759",38.478608,27.224442,572.539017932623,"not_candidate",4.05795211418155
"00372",41.1124,28.8573,23948.2929288075,"bd_candidate",6.42403428027467
"B5354",37.8625,32.479269,9903.81322135907,"bd_candidate",5.00245904062471
"M4074",40.981969,28.793331,2576.68418582484,"not_candidate",4.26081068969921
"B4528",41.005692,39.726469,4276.72509791023,"bd_candidate",4.43288798393538
"05984",41.322219,36.306944,16190.4368892241,"bd_candidate",5.63878795656843
"00229",41.053206,28.994506,2958.1530276118,"not_candidate",4.299422775834
"K3762",41.021958,28.8547,439.860542011781,"not_candidate",4.04452246494338
"04101",37.768008,29.081808,365.99901363411,"not_candidate",4.03704623783554
"M8526",39.936386,32.910286,1144.25163463589,"not_candidate",4.11582058044234
"K3084",38.499208,43.387778,2380.08455304832,"not_candidate",4.2409109728068
"A2495",38.385219,27.178969,416.547300581137,"not_candidate",4.0421627102594
"M6192",40.761769,29.957106,5678.90680650238,"bd_candidate",4.57481611797423
"M3299",40.238856,28.982019,581.707477588944,"not_candidate",4.05888014110064
"E1282",40.950469,29.298581,5166.96243680714,"bd_candidate",4.5229973639017
"K1266",37.906206,32.523192,5155.12186655632,"bd_candidate",4.52179886727936
"M4162",41.046692,29.0005,8108.91395527677,"bd_candidate",4.8207802310512
"02340",38.439528,27.147,182.911132419825,"not_candidate",4.01851417370531
"B5444",38.622639,27.410942,11043.3794084528,"bd_candidate",5.11780536240091
"B3398",37.852778,27.843139,706.39404912058,"not_candidate",4.07150085375775
"E1465",41.012192,29.245969,4597.10824412556,"bd_candidate",4.4653170063946
"A4127",37.771667,29.072219,5644.75074247794,"bd_candidate",4.57135885818872
"K6785",41.052528,28.980139,6969.98229980311,"bd_candidate",4.70549813624948
"B5915",40.763689,30.411692,93.2679760894495,"not_candidate",4.0094405380778
"0B709",41.067858,28.852317,4071.9125240463,"not_candidate",4.41215695723743
"02182",40.040556,32.895556,38953.4806540075,"bd_candidate",7.94285190689923
"D2049",38.505358,43.372747,2137.71851655886,"not_candidate",4.21637880332937
"00703",41.128667,29.030608,6295.17950846239,"bd_candidate",4.63719493386685
"00D81",41.031442,28.908219,11837.1114116952,"bd_candidate",5.19814652036697
"K5010",39.989969,32.752278,4821.54146875085,"bd_candidate",4.48803402558847
"B1118",40.889639,29.196889,7107.67960512531,"bd_candidate",4.7194357888995
"0A811",41.013931,28.93965,297.363102529297,"not_candidate",4.03009894510488
"B6392",38.410667,43.271889,1246.93263113101,"not_candidate",4.12621389975645
"A5039",38.726733,35.517861,11379.0066475419,"bd_candidate",5.15177738434689
"0B813",41.058,28.7991,6081.4737013931,"bd_candidate",4.61556373853407
"E5218",40.838389,29.287,704.909473171533,"not_candidate",4.07135058571973
"K6458",37.939858,41.928331,18986.7646471831,"bd_candidate",5.92183085922236
"02818",37.034419,35.345958,1014.81574397433,"not_candidate",4.10271914406881
"B3194",36.911456,30.703983,54678.4431304083,"bd_candidate",9.53452477528044
"K9377",40.758803,29.979347,3932.05892354755,"not_candidate",4.39800104546382
"M9160",41.417614,33.787758,18868.3418072523,"bd_candidate",5.90984415835759
"K2846",40.336167,26.681667,24196.1841737648,"bd_candidate",6.4491257086008
"K7876",39.561606,44.075381,2085.36392768522,"not_candidate",4.21107949792432
"K9404",39.030806,43.351108,3434.29644156732,"not_candidate",4.34761777500101
"02028",39.986008,32.591478,2590.73455214649,"not_candidate",4.26223286077902
"K6196",39.905556,32.932108,6352.3733134916,"bd_candidate",4.64298406232049
"03223",36.888539,30.701117,2070.66291896572,"not_candidate",4.20959146914512
"K5201",38.493278,43.401639,1788.16860922997,"not_candidate",4.18099753583983
"0B553",41.072192,28.998469,7811.78786724483,"bd_candidate",4.79070527643567
"K8873",39.015389,43.399719,1855.36490477543,"not_candidate",4.18779911140072
"00549",41.005908,28.881989,9242.79133519136,"bd_candidate",4.93555073459865
"M6582",41.083156,28.652233,0,"not_candidate",4
"0E297",41.028917,28.654108,435.627445300076,"not_candidate",4.04409399300297
"A1326",40.995458,29.117908,3745.51283536245,"not_candidate",4.37911894334672
"02238",39.927019,32.89525,2207.97643207312,"not_candidate",4.22349027453834
"K4371",38.408556,43.25025,9231.3800271887,"bd_candidate",4.93439568768723
"A5325",37.864292,32.443528,21999.2625594034,"bd_candidate",6.22675439720422
"K6135",37.065139,37.384,339.663723518849,"not_candidate",4.03438059288915
"K3703",41.056539,28.878692,270.933105384561,"not_candidate",4.02742371396015
"01621",40.907278,29.221389,11828.9141826279,"bd_candidate",5.19731680092427
"K7125",41.282578,36.342331,189.122555932105,"not_candidate",4.01914289089896
"B4397",39.78455,30.476467,55.4447476289111,"not_candidate",4.00561208973488
"A4571",36.707839,36.204719,7693.19107600098,"bd_candidate",4.77870096830564
"01686",39.903331,32.8595,1315.25282398368,"not_candidate",4.1331292356429
"K7499",40.991633,29.171092,156.464300875944,"not_candidate",4.01583723859108
"05036",38.722692,35.473028,1563.8677605363,"not_candidate",4.15829391567181
"B5186",40.718892,29.851856,51.5962697221243,"not_candidate",4.0052225487183
"F4665",40.834528,35.645889,8332.12876699065,"bd_candidate",4.84337392309715
"0A426",41.132797,28.9654,298.486492493002,"not_candidate",4.03021265407739
"B1178",40.926969,29.284139,1374.38590364805,"not_candidate",4.13911465650905
"B1532",40.75575,29.999608,1977.37126124817,"not_candidate",4.20014853402473
"0A780",41.026656,28.818544,1408.11264545891,"not_candidate",4.14252846051397
"03936",40.213058,29.015278,896.147095715593,"not_candidate",4.09070756260753
"B3989",40.1489,26.4007,4106.53959957459,"bd_candidate",4.41566189257273
"M5217",38.809556,26.905778,5313.9385869801,"bd_candidate",4.5378742166052
"B1834",40.001889,32.888303,4513.82302187705,"bd_candidate",4.45688691768761
"A4117",37.772497,29.096108,24005.4544990782,"bd_candidate",6.42982014594211
"A3862",40.251358,28.958358,4937.34130594613,"bd_candidate",4.49975522742303
"05348",37.391675,31.514081,57.4389450207088,"not_candidate",4.00581394140146
"0B251",41.042325,29.000531,1267.63475001346,"not_candidate",4.12830935791685
"A5187",40.7165,29.7506,4032.66046386678,"not_candidate",4.4081838832597
"02914",37.028331,35.321667,8671.08853608916,"bd_candidate",4.87768326207055
"B3689",37.752831,39.316167,49691.5438727697,"bd_candidate",9.02975331667468
"K4221",36.925492,30.645231,2570.78436595602,"not_candidate",4.26021351287112
"02002",39.945394,32.861794,13793.4610169642,"bd_candidate",5.39616725284554
"K2675",41.070892,28.922836,292.681883414885,"not_candidate",4.0296251144381
"K5205",38.526417,43.336,634.893088415478,"not_candidate",4.06426356213379
"01989",39.938589,32.855528,18234.1801569523,"bd_candidate",5.84565463202548
"0B623",40.979814,28.847492,11865.456885829,"bd_candidate",5.20101563513833
"03532",39.982942,27.157969,146.303079144946,"not_candidate",4.01480872478933
"K7358",39.921797,32.8446,10108.6343767358,"bd_candidate",5.02319093593911
"0A888",41.049831,28.869792,18520.6549645493,"bd_candidate",5.87465146934138
"A1369",40.896358,29.358058,5679.62598527577,"bd_candidate",4.57488891289141
"B4880",37.878247,32.497917,2006.69733858699,"not_candidate",4.20311690496401
"A3402",37.845,27.866667,4545.74092418005,"bd_candidate",4.46011763185864
"M5944",41.075997,28.873103,175.040808467603,"not_candidate",4.01771754343551
"0D916",41.299242,28.008081,47366.6601054819,"bd_candidate",8.79442973990397
"B1018",41.037581,29.083608,580.270884218888,"not_candidate",4.05873472983537
"K5893",38.311022,38.265847,2435.53165039947,"not_candidate",4.2465233003794
"K5102",39.745608,30.580247,16756.114646433,"bd_candidate",5.69604557735751
"M3949",41.0005,29.144358,1180.81433639154,"not_candidate",4.11952143890013
"M2079",38.739067,35.386167,6388.20421064601,"bd_candidate",4.64661084788109
"K6058",40.984828,28.784275,11402.3689336506,"bd_candidate",5.15414210330875
"M3308",40.2585,29.010917,1405.08775008686,"not_candidate",4.14222228211128
"M7192",41.004889,39.729419,929.126596016889,"not_candidate",4.0940457311991
"E1550",41.021581,29.022719,36198.6125627482,"bd_candidate",7.66400553105528
"K2896",40.188464,29.1772,24796.2393794153,"bd_candidate",6.50986299759581
"0A518",41.055264,28.902192,9046.21782884208,"bd_candidate",4.91565366221019
"0E122",41.058336,28.849625,1683.85458278139,"not_candidate",4.17043892204733
"K1589",40.186306,29.116331,718.797104202774,"not_candidate",4.07275628481451
"K4255",37.961389,28.739442,3376.25293413273,"not_candidate",4.34174264009319
"03901",40.239442,28.943886,810.605172151593,"not_candidate",4.08204905171758
"K1484",39.897289,32.877139,1041.19599550821,"not_candidate",4.1053893399876
"03206",36.971139,30.732889,45.2213029997535,"not_candidate",4.00457727776238
"A5381",39.427869,29.974747,4755.24877969775,"bd_candidate",4.4813239126266
"E3400",40.250442,28.967108,7435.18917525348,"bd_candidate",4.7525861444371
"M4273",41.048689,28.881303,1478.31282660109,"not_candidate",4.14963408787856
"E2521",38.496469,27.059581,22.4486394921398,"not_candidate",4.00227224010648
"02580",38.230419,27.983731,62.8253132329454,"not_candidate",4.00635914690865
"K7272",40.220442,28.891889,572.070204814843,"not_candidate",4.05790466115131
"0B571",41.073997,28.790556,6782.3931543065,"bd_candidate",4.68651045639092
"05475",38.621719,27.333442,13462.3892573578,"bd_candidate",5.36265633426347
"B3928",40.245639,28.960639,1221.56752430668,"not_candidate",4.12364645627947
"B2990",36.607656,31.784719,2238.43198539888,"not_candidate",4.22657297047437
"02882",37.005889,35.371858,228.190624498595,"not_candidate",4.02309734133728
"00510",41.038878,28.943114,7512.71961030054,"bd_candidate",4.76043373645034
"0B782",41.04285,29.002669,465.45518267017,"not_candidate",4.04711314172071
"K1360",36.582608,36.159831,1024.32974071298,"not_candidate",4.10368214607924
"0B620",41.017028,28.659719,4589.22989648988,"bd_candidate",4.46451956397156
"B3177",36.849056,30.762608,3032.53564751544,"not_candidate",4.30695174756652
"E1768",39.949192,32.641358,676.726429826021,"not_candidate",4.06849791211184
"A4985",38.7542,35.3846,270.503523048795,"not_candidate",4.02738023185012
"A4980",38.726483,35.479447,5770.3439961181,"bd_candidate",4.58407134475718
"B1668",40.786581,29.372469,874.086860316351,"not_candidate",4.08847463656985
"01787",39.961067,32.602658,3327.20334212315,"not_candidate",4.33677786482431
"K5321",40.981889,29.100331,8772.26572823853,"bd_candidate",4.88792436705791
"B3885",40.202139,29.121469,403.907114303386,"not_candidate",4.04088327690115
"B3396",37.843608,27.830556,212.41173934127,"not_candidate",4.021500210442
"M7487",40.932767,29.277517,769.832197763084,"not_candidate",4.07792203156126
"A5240",40.766867,29.942006,12627.4440790184,"bd_candidate",5.27814359924468
"K2981",37.758831,38.257889,3151.31438429831,"not_candidate",4.31897447213337
"0D243",41.037528,28.983331,1010.62387759611,"not_candidate",4.10229484544221
"03501",39.916958,28.162778,3427.60726306675,"not_candidate",4.34694069968543
"B1478",40.817219,29.369417,37318.4383639196,"bd_candidate",7.77735374080222
"K5248",37.976889,34.676858,3466.99654962322,"not_candidate",4.35092766364868
"A6420",39.020469,43.338331,1507.81493773533,"not_candidate",4.15262027687093
"A4470",37.025969,36.633156,14059.4587488565,"bd_candidate",5.42309141075939
"0B597",41.004367,28.688731,17831.9411514888,"bd_candidate",5.80494020027012
"05838",41.19075,40.988306,14842.3185142974,"bd_candidate",5.50233208623124
"E5672",41.0375,28.993217,2519.5466677834,"not_candidate",4.25502725858644
"A5647",36.630167,29.146306,10574.2093431699,"bd_candidate",5.07031620211273
"K1613",40.197719,29.168139,4797.08851653775,"bd_candidate",4.48555890994684
"F1763",39.967081,32.909831,1950.1108902298,"not_candidate",4.19738925285016
"M3268",40.179942,29.111033,4328.36257437243,"bd_candidate",4.43811470357938
"0A688",41.092928,28.870358,4787.10708750095,"bd_candidate",4.48454859467204
"A4788",37.775858,30.551858,6102.46878189121,"bd_candidate",4.61768885012327
"A1094",40.878806,29.271028,1878.57172630909,"not_candidate",4.19014809431575
"05228",40.768581,29.828017,7669.35965032463,"bd_candidate",4.77628876327044
"K3922",39.941331,32.806139,4255.89614971821,"bd_candidate",4.43077968817544
"M2889",39.85525,32.660358,405.774751592841,"not_candidate",4.04107231821721
"A3861",40.23725,28.976219,0,"not_candidate",4
"A4707",36.780028,34.560889,1898.57924124198,"not_candidate",4.19217324501039
"A5406",38.358942,38.342139,610.946531403868,"not_candidate",4.06183970356219
"03420",37.369283,27.269467,49284.0775941657,"bd_candidate",8.98850978293604
"K6250",39.971831,32.794469,2376.98129163073,"not_candidate",4.24059686223202
"A1142",40.8985,29.164306,69.7945528858143,"not_candidate",4.00706456987455
"05303",38.6575,32.920831,17081.9727628338,"bd_candidate",5.72902877357151
"M4161",41.056108,29.009442,829.151222490128,"not_candidate",4.08392627369402
"K5891",38.425189,38.365219,1446.86515417566,"not_candidate",4.1464509701415
"M6815",41.254639,32.677056,6812.41172220453,"bd_candidate",4.68954892087964
"A5257",40.7955,29.4128,16213.6181662584,"bd_candidate",5.64113435388196
"05027",38.728839,35.529978,238.467094079739,"not_candidate",4.024137520469
"00A10",41.021692,28.867442,21670.9355790707,"bd_candidate",6.1935213038129
"K2305",39.849442,32.782056,381.898089561936,"not_candidate",4.03865553438074
"A5494",38.921667,27.838331,474.287599512935,"not_candidate",4.04800715455362
"B1945",39.975969,32.944419,10015.8618965747,"bd_candidate",5.01380055171234
"E3128",40.242917,27.099108,57.852216753321,"not_candidate",4.00585577256036
"K6194",39.987511,32.880575,3485.03183847959,"not_candidate",4.35275318660234
"A5956",41.570297,35.914319,130.246153109715,"not_candidate",4.0131834507349
