lng,lat,length
28.847,40.995889,104.780402
29.135933,40.991217,280.0688677
29.837367,40.769244,21417.03262
27.458692,38.453831,3926.37527
28.843294,41.041283,6807.191565
35.314417,36.987181,1008.091592
27.224442,38.478608,572.5390179
28.8573,41.1124,23948.29293
32.479269,37.8625,9903.813221
28.793331,40.981969,2576.684186
39.726469,41.005692,4276.725098
36.306944,41.322219,16190.43689
28.994506,41.053206,2958.153028
28.8547,41.021958,439.860542
29.081808,37.768008,365.9990136
32.910286,39.936386,1144.251635
43.387778,38.499208,2380.084553
27.178969,38.385219,416.5473006
29.957106,40.761769,5678.906807
28.982019,40.238856,581.7074776
29.298581,40.950469,5166.962437
32.523192,37.906206,5155.121867
29.0005,41.046692,8108.913955
27.147,38.439528,182.9111324
27.410942,38.622639,11043.37941
27.843139,37.852778,706.3940491
29.245969,41.012192,4597.108244
29.072219,37.771667,5644.750742
28.980139,41.052528,6969.9823
30.411692,40.763689,93.26797609
28.852317,41.067858,4071.912524
32.895556,40.040556,38953.48065
43.372747,38.505358,2137.718517
29.030608,41.128667,6295.179508
28.908219,41.031442,11837.11141
32.752278,39.989969,4821.541469
29.196889,40.889639,7107.679605
28.93965,41.013931,297.3631025
43.271889,38.410667,1246.932631
35.517861,38.726733,11379.00665
28.7991,41.058,6081.473701
29.287,40.838389,704.9094732
41.928331,37.939858,18986.76465
35.345958,37.034419,1014.815744
30.703983,36.911456,54678.44313
29.979347,40.758803,3932.058924
33.787758,41.417614,18868.34181
26.681667,40.336167,24196.18417
44.075381,39.561606,2085.363928
43.351108,39.030806,3434.296442
32.591478,39.986008,2590.734552
32.932108,39.905556,6352.373313
30.701117,36.888539,2070.662919
43.401639,38.493278,1788.168609
28.998469,41.072192,7811.787867
43.399719,39.015389,1855.364905
28.881989,41.005908,9242.791335
28.652233,41.083156,0
28.654108,41.028917,435.6274453
29.117908,40.995458,3745.512835
32.89525,39.927019,2207.976432
43.25025,38.408556,9231.380027
32.443528,37.864292,21999.26256
37.384,37.065139,339.6637235
28.878692,41.056539,270.9331054
29.221389,40.907278,11828.91418
36.342331,41.282578,189.1225559
30.476467,39.78455,55.44474763
36.204719,36.707839,7693.191076
32.8595,39.903331,1315.252824
29.171092,40.991633,156.4643009
35.473028,38.722692,1563.867761
29.851856,40.718892,51.59626972
35.645889,40.834528,8332.128767
28.9654,41.132797,298.4864925
29.284139,40.926969,1374.385904
29.999608,40.75575,1977.371261
28.818544,41.026656,1408.112645
29.015278,40.213058,896.1470957
26.4007,40.1489,4106.5396
26.905778,38.809556,5313.938587
32.888303,40.001889,4513.823022
29.096108,37.772497,24005.4545
28.958358,40.251358,4937.341306
31.514081,37.391675,57.43894502
29.000531,41.042325,1267.63475
29.7506,40.7165,4032.660464
35.321667,37.028331,8671.088536
39.316167,37.752831,49691.54387
30.645231,36.925492,2570.784366
32.861794,39.945394,13793.46102
28.922836,41.070892,292.6818834
43.336,38.526417,634.8930884
32.855528,39.938589,18234.18016
28.847492,40.979814,11865.45689
27.157969,39.982942,146.3030791
32.8446,39.921797,10108.63438
28.869792,41.049831,18520.65496
29.358058,40.896358,5679.625985
32.497917,37.878247,2006.697339
27.866667,37.845,4545.740924
28.873103,41.075997,175.0408085
28.008081,41.299242,47366.66011
29.083608,41.037581,580.2708842
38.265847,38.311022,2435.53165
30.580247,39.745608,16756.11465
29.144358,41.0005,1180.814336
35.386167,38.739067,6388.204211
28.784275,40.984828,11402.36893
29.010917,40.2585,1405.08775
39.729419,41.004889,929.126596
29.022719,41.021581,36198.61256
29.1772,40.188464,24796.23938
28.902192,41.055264,9046.217829
28.849625,41.058336,1683.854583
29.116331,40.186306,718.7971042
28.739442,37.961389,3376.252934
28.943886,40.239442,810.6051722
32.877139,39.897289,1041.195996
30.732889,36.971139,45.221303
29.974747,39.427869,4755.24878
28.967108,40.250442,7435.189175
28.881303,41.048689,1478.312827
27.059581,38.496469,22.44863949
27.983731,38.230419,62.82531323
28.891889,40.220442,572.0702048
28.790556,41.073997,6782.393154
27.333442,38.621719,13462.38926
28.960639,40.245639,1221.567524
31.784719,36.607656,2238.431985
35.371858,37.005889,228.1906245
28.943114,41.038878,7512.71961
29.002669,41.04285,465.4551827
36.159831,36.582608,1024.329741
28.659719,41.017028,4589.229896
30.762608,36.849056,3032.535648
32.641358,39.949192,676.7264298
35.3846,38.7542,270.503523
35.479447,38.726483,5770.343996
29.372469,40.786581,874.0868603
32.602658,39.961067,3327.203342
29.100331,40.981889,8772.265728
29.121469,40.202139,403.9071143
27.830556,37.843608,212.4117393
29.277517,40.932767,769.8321978
29.942006,40.766867,12627.44408
38.257889,37.758831,3151.314384
28.983331,41.037528,1010.623878
28.162778,39.916958,3427.607263
29.369417,40.817219,37318.43836
34.676858,37.976889,3466.99655
43.338331,39.020469,1507.814938
36.633156,37.025969,14059.45875
28.688731,41.004367,17831.94115
40.988306,41.19075,14842.31851
28.993217,41.0375,2519.546668
29.146306,36.630167,10574.20934
29.168139,40.197719,4797.088517
32.909831,39.967081,1950.11089
29.111033,40.179942,4328.362574
28.870358,41.092928,4787.107088
30.551858,37.775858,6102.468782
29.271028,40.878806,1878.571726
29.828017,40.768581,7669.35965
32.806139,39.941331,4255.89615
32.660358,39.85525,405.7747516
28.976219,40.23725,0
34.560889,36.780028,1898.579241
38.342139,38.358942,610.9465314
27.269467,37.369283,49284.07759
32.794469,39.971831,2376.981292
29.164306,40.8985,69.79455289
32.920831,38.6575,17081.97276
29.009442,41.056108,829.1512225
38.365219,38.425189,1446.865154
32.677056,41.254639,6812.411722
29.4128,40.7955,16213.61817
35.529978,38.728839,238.4670941
28.867442,41.021692,21670.93558
32.782056,39.849442,381.8980896
27.838331,38.921667,474.2875995
32.944419,39.975969,10015.8619
27.099108,40.242917,57.85221675
32.880575,39.987511,3485.031838
35.914319,41.570297,130.2461531
30.671131,36.898494,276.246308
32.845639,39.887581,2346.828062
28.883011,41.077781,10326.97727
27.918022,41.437106,13174.64324
28.734719,41.070969,4869.391543
29.024939,41.071556,3320.939568
29.101417,41.115358,2437.935413
28.539219,40.999225,3712.251654
28.957056,40.231067,6202.991605
38.325278,38.349719,1014.917813
32.880831,40.0045,0
29.068897,40.2142,6843.971999
30.721381,36.943642,9958.552772
29.079167,41.030639,13583.77508
36.2121,36.6912,5162.298468
28.755081,41.049017,14420.70962
29.04,41.011081,4022.984878
28.803139,41.035481,7605.524202
27.150108,38.428219,13557.22998
32.819547,39.920289,2689.258947
35.296556,37.052442,2549.315724
28.836169,41.008767,4097.660416
37.319556,37.038528,2842.990161
32.849556,39.877469,520.6393292
34.952269,40.543408,3617.933966
28.909278,41.037158,158.776849
29.221639,41.035667,8036.921565
36.231133,41.36275,733.2206736
31.982181,36.548008,431.2878122
29.108469,40.188192,1808.610794
32.646219,39.978331,4118.638137
28.855417,41.065778,298.2773185
28.776981,41.010775,12959.09445
41.098967,40.953017,0
38.789719,37.166942,1837.056543
44.059667,39.556417,6003.979475
28.992442,41.069472,15506.67926
29.011617,41.063467,4293.576354
32.865853,39.872958,4.93484856
29.068556,40.18525,529.6407417
32.882528,39.926119,9810.41802
37.405278,37.056108,723.0966379
28.984542,41.076942,28.61429677
32.385508,41.746778,0
28.775494,41.021919,477.0527598
36.271389,41.320931,872.6935645
28.965042,41.080769,8248.191115
29.066103,41.033294,1826.493532
35.552667,38.725997,3708.200368
28.981267,41.075292,5781.926403
32.579378,39.977239,7234.508978
32.860158,39.979019,2998.249647
35.551139,38.692408,7549.742747
40.186908,37.950189,24.7768916
40.217519,37.907256,535.6258862
34.641081,36.827639,11739.19714
28.952564,41.011364,4136.345867
29.049167,37.777219,6438.642372
32.829092,39.886492,8169.81214
29.088556,37.756719,15386.50203
29.849028,40.762667,6476.070442
32.758028,39.984889,4012.072466
29.184069,40.900239,8703.005892
30.51165,39.765592,58469.06594
34.042014,37.502533,23027.8888
30.645589,36.910839,38486.24555
29.922556,40.819639,18128.18843
35.815556,37.0125,6049.621219
29.091942,41.021667,5469.524438
29.177219,41.033719,12118.43156
30.775303,36.857967,16543.81474
28.99235,41.058036,2911.675784
37.235553,41.141,18508.59124
36.360108,41.267667,7672.766482
30.622286,39.742475,84.18073158
31.865417,36.587342,1390.769878
27.259028,37.847831,2655.662684
31.158733,40.840842,6142.018796
29.241556,40.888639,7287.677004
29.290831,40.816858,1159.291641
29.054831,40.978278,11698.27043
29.024469,41.006442,9232.098542
28.982022,41.075689,18380.48214
29.087928,40.972878,5116.113972
39.464581,39.748358,7776.038556
28.888483,41.067522,3134.56502
28.884028,41.030831,8806.044829
28.873289,41.011489,3461.479472
36.264778,41.336469,1803.575137
36.717639,41.204917,4310.537152
30.690439,41.094433,143.5239893
29.166917,40.993469,1589.854425
28.858056,41.044719,1919.906678
34.572967,36.797975,2444.381284
29.133969,41.017442,7660.958639
27.782917,37.303831,45580.09915
28.973056,41.012028,3440.174096
29.098139,41.020167,1258.724081
29.005889,41.063131,978.8035534
31.355264,36.804081,15.86175677
29.513981,40.098108,7229.021582
29.025417,41.074331,36.42281748
32.828889,39.975278,805.4726529
40.177778,37.912278,1384.971605
30.488269,39.771758,53.36180509
28.724108,41.066806,752.6760403
28.797678,41.051956,13744.59866
30.55715,39.758758,3217.525242
28.916183,41.012,3746.931469
28.966219,41.100458,6028.045703
28.787917,41.002617,965.1267253
27.114108,38.45975,3879.708332
32.733967,39.957769,6670.755315
32.614219,41.196528,2912.904964
28.164581,37.308167,105.1514582
28.524656,40.996708,4088.793996
29.049192,40.193639,1486.919775
28.968303,41.073172,250.5925975
36.956806,37.562469,134.9013521
29.110108,40.186306,672.1270987
32.483889,37.866167,3062.306571
29.432069,40.810678,59265.56436
35.075692,36.977858,1902.693493
28.658806,41.031747,6373.474331
40.577639,37.199858,10549.00594
28.690442,41.034358,8271.905397
28.626967,41.078967,10572.55104
31.401667,36.781389,6475.30113
28.979486,41.064569,6454.941957
32.531469,38.006778,10493.20494
27.274997,37.871942,7862.740127
29.096442,40.962581,8769.898007
29.080219,41.092639,3209.110469
29.091731,37.781522,6146.59754
30.700278,36.904578,23122.6291
29.39425,40.903331,1052.443852
32.493828,37.888983,1506.833925
29.047778,41.012417,5278.820523
38.580639,37.827889,196.1684049
27.04925,38.537081,14601.59958
29.134167,36.619528,49.98531498
32.912719,39.921719,5699.95754
27.014581,39.582556,7110.865038
29.069778,41.067403,1481.289256
30.395067,40.787344,866.0043621
32.814803,39.900631,39857.52273
28.634056,41.05875,3185.22741
28.987828,41.037239,6793.416115
32.49,37.873692,6113.640018
26.944167,38.793331,1371.14303
29.299856,40.913589,10715.18712
28.939039,41.061367,3921.242021
28.988375,41.055781,1909.953625
29.2085,40.201,0
29.09,40.9625,8205.061079
29.068247,40.187328,654.3645496
30.725556,36.917778,47421.2425
26.708803,39.328239,8069.545471
35.450631,38.718656,263.4701023
29.116289,40.180578,5929.247112
28.978531,41.014514,9128.437771
27.205192,38.454581,1737.584782
35.295167,37.035778,19681.69453
28.943117,41.005331,5505.389956
38.798331,37.170831,12.01193978
37.097456,36.727017,13871.68317
29.055081,40.204692,533.2162935
29.116161,41.112756,1820.42591
29.214806,40.898608,4068.491902
27.165831,38.3975,493.9020129
27.881667,39.646525,27134.22072
35.308389,36.970572,9453.014193
28.956417,40.209219,7870.129858
38.796917,37.150831,1278.868596
28.786278,41.021389,5915.342969
28.691692,41.043942,242.4014029
29.262278,40.957556,86.70782904
27.851942,37.848056,4194.153591
35.297,36.984806,558.9484197
28.670969,41.040278,7544.860027
43.395969,38.505556,19911.99197
32.468889,37.842431,9946.019667
29.427706,40.798419,17787.98738
32.757081,39.907778,6197.809691
28.988925,41.046683,5174.003156
28.992889,41.094108,28781.497
38.616108,37.790942,2364.16528
28.8951,40.9862,8818.201961
27.09175,38.368389,2098.995406
28.900253,41.071564,10514.63167
28.845153,41.020353,147.4318379
29.272597,40.954489,37.19638448
29.049719,41.023139,9572.671507
29.368969,40.847481,630.3984449
27.187442,38.441389,1569.878575
32.472217,37.877242,5929.719555
32.882803,39.814431,143.5129561
27.129167,38.469719,5702.358679
27.108969,38.378297,8272.709064
29.431628,40.807269,12995.99377
29.054564,40.189533,24901.97133
29.44225,40.79475,6215.394045
31.404614,38.360669,1618.887798
28.266442,36.870883,3431.932414
36.565,40.672328,10647.42365
29.122331,40.645556,7742.13622
36.226667,37.065556,3944.944519
41.116897,37.875397,373.7164672
36.553139,40.296278,1991.393639
28.973597,41.069597,1474.515476
27.235278,38.4375,1902.957172
29.323497,40.467608,9906.221237
32.864969,39.955608,15068.38487
36.923067,37.570422,15989.80573
28.618469,41.051417,10447.71989
29.645719,40.279792,12457.19505
29.085306,41.045,634.5439968
29.091581,41.026778,3314.85994
27.730831,38.495,20.82169337
36.554192,40.317667,24375.24464
27.806556,37.851192,3980.730176
29.0975,41.029297,3959.955552
28.860406,41.034244,10913.17678
40.717806,37.322331,1434.919493
27.409442,37.7375,6460.727537
30.907061,36.857172,212.0731018
28.984414,41.034242,479.9438696
28.953656,41.019533,546.621641
29.0042,41.0932,6800.761666
27.183842,38.453133,74.69167664
29.177969,40.911139,13556.69293
28.508942,38.352056,3280.188714
28.876497,41.047639,15101.30021
43.391778,38.479528,1515.033344
29.218097,40.8905,4977.224646
26.906167,40.885883,2812.553419
28.837358,41.131028,12903.50339
29.978742,39.418044,68.96689392
28.902,41.0875,6193.118302
28.688917,41.022778,4130.334028
40.781017,38.251967,5510.951229
29.124667,40.946056,1920.540078
27.778139,37.317497,3386.653379
30.162342,36.309506,2722.951381
28.925364,41.0099,15.4700634
27.001619,41.057558,3788.603609
36.856167,37.593581,3916.818931
29.016364,41.066272,4536.571166
27.783806,37.320469,407.5497572
32.891778,39.918903,676.593061
30.395819,40.752278,1576.955366
28.975161,41.009456,5721.042848
32.603831,39.955608,278.0627802
28.879056,41.021192,2889.529842
28.880947,41.012647,27.80233129
27.386969,38.629997,4176.879285
29.093889,41.094139,1816.942838
29.045219,40.988639,1615.519613
29.117864,40.950269,8806.216857
28.881847,41.039919,3268.962419
28.981806,41.037219,5354.266795
29.077897,40.188058,366.2117822
29.079914,40.216167,9325.171357
41.339,37.424997,1612.842947
36.705278,41.198608,28775.93595
38.777739,37.145919,12448.14601
29.090278,37.801667,1190.712315
38.090278,40.162639,1598.358756
28.932747,40.26,208.6271713
29.412806,40.826917,2.46487844
28.729639,41.055081,2966.270038
38.333692,38.347667,2408.443932
33.785028,41.399667,8819.46125
27.219719,38.470556,357.3711413
27.839167,37.843331,1113.019242
28.949433,41.048542,5803.185303
28.970661,41.061181,4027.917687
28.849714,41.013769,14205.96993
30.528789,39.788189,10860.43267
29.124719,40.982831,142.1488821
30.392017,40.795556,1394.154298
34.481167,36.717831,0
28.854053,41.040578,2208.581233
32.397639,39.815358,15.88158678
36.321219,41.291358,2321.339973
28.787908,41.060417,1143.053354
29.1376,40.9939,1517.862171
40.584719,37.194192,4790.60199
28.785806,41.086889,2309.468778
28.674997,41.060278,16851.73139
37.882397,40.984225,4701.40965
30.785,36.926667,1734.629444
32.872778,39.980556,655.2155258
30.404056,40.787469,1141.181599
27.510556,36.993608,3.717392173
27.117306,38.381278,1163.145607
32.852028,39.926417,134.0995801
33.5057,39.841128,13888.98786
40.775917,37.219028,883.8852625
28.878028,40.380417,6826.724493
29.073953,40.250267,8626.32173
28.696889,41.042139,1131.944758
28.876969,40.977081,1803.464688
40.599558,37.184128,15792.45423
29.155431,41.016917,9590.191422
28.838806,41.000608,7246.643208
27.6628,40.1029,27355.96893
26.423797,40.1457,25348.16775
37.909081,40.971028,3464.412063
28.1356,38.4848,94.28521988
28.887692,41.072358,6484.852398
35.244889,36.99875,1593.45674
35.33775,37.013858,4998.925611
28.918294,40.212225,5750.539801
29.177192,40.178692,1235.299303
29.387778,38.675556,2616.652566
27.837636,41.204558,6969.971315
31.991831,36.545331,8130.205751
28.907547,41.044839,4555.559071
28.977081,41.01,5904.506221
29.100942,41.033469,4091.12417
34.649047,36.829678,8652.056283
28.800731,40.20035,1671.51289
29.002556,41.090744,5180.729451
28.872778,41.090278,6188.73123
28.998092,41.115681,341.3482869
41.500719,38.166081,14346.05206
29.067858,41.057331,3362.237274
30.841906,41.047728,786.7587841
33.785306,41.388858,71253.87128
28.845444,40.993889,3617.903203
27.067278,38.406139,616.8826865
29.229917,40.902719,1728.919558
28.871531,41.103531,1185.014187
28.697389,40.989417,7201.37866
35.556889,38.689331,1826.537465
36.213192,38.263192,13468.16056
27.109239,38.4055,17157.02536
29.090831,37.75,502.662536
36.914639,38.245556,19858.55301
29.242139,40.879247,2899.11912
27.970419,41.267917,1087.517662
29.022647,40.263239,16490.41812
32.689219,39.974889,2118.620014
29.110617,37.789794,1907.739022
28.877497,41.037375,2606.494534
29.273664,40.861542,5435.045232
28.668869,41.024583,2519.204082
28.651942,41.035831,2128.025588
29.023797,40.979028,3714.438959
29.052167,40.971608,94.22589631
36.334858,41.310667,2535.331963
28.902028,41.091358,2341.645858
30.550431,37.7621,233.4661166
29.222689,41.008375,15525.05556
28.753639,41.099192,4106.850011
38.054553,40.966819,3290.536956
28.9075,41.085081,1246.270954
29.4118,40.781097,6528.406238
44.374442,39.410306,6497.070524
26.7669,38.3237,1754.18521
29.0102,41.059297,84.04622582
28.854581,41.012942,330.1367144
32.846719,39.952831,1133.447055
29.153108,40.999917,392.8183028
39.608278,41.012417,33539.84
29.105278,40.954719,617.6352839
32.688167,39.96075,348.7394603
27.131197,38.3602,744.5947531
29.818772,40.716994,2882.239129
30.647967,36.904353,64597.93549
32.8884,39.9845,8456.141003
30.636528,36.929028,5028.873769
29.28525,40.948358,6426.607354
32.835581,39.886858,21.17553506
30.058608,40.746108,16955.62127
28.418231,41.051975,1568.445607
28.972139,41.00725,877.8149246
28.870028,40.999692,2694.482446
32.751889,39.979358,2729.900085
29.538281,40.781781,12652.42041
32.863056,39.931247,9159.511295
28.760417,41.096806,3290.482465
29.063608,37.804442,62.03465196
28.866356,41.055658,2756.981528
41.929247,37.933247,35.1360958
41.3075,41.351667,455.4104683
32.769997,39.947358,1074.659195
28.997717,41.090756,12301.85014
30.400264,40.785581,1202.844148
28.850567,40.978533,4001.070325
27.177278,38.373308,19193.28613
28.688681,41.037558,821.535784
29.008267,41.107569,450.5030994
27.142678,38.423147,28.26168311
35.909806,41.557,426.6834351
40.731381,37.314928,7287.521255
32.576667,39.957219,6088.275294
28.14475,38.480469,5850.891687
28.816292,41.011631,7958.500236
27.1974,38.3997,3482.267676
29.075389,41.016428,4026.689917
40.396739,38.410678,2725.681281
28.836864,40.9942,93.80606624
37.34575,37.163831,46.70592757
28.977106,41.034669,748.2579176
27.3494,38.172358,10066.00607
34.529997,36.751667,5850.849495
29.357378,40.830525,13400.86863
40.589139,37.199417,2151.460607
29.101858,40.176806,3515.672645
28.757872,41.107864,1070.17484
34.5063,36.728386,2817.411992
27.153178,38.385428,10661.47223
28.897075,41.185867,1269.791023
38.310306,38.348003,5893.237359
29.029278,41.071692,1195.040522
37.302917,36.992639,2117.603079
29.053469,41.050056,2562.98825
36.951778,37.563453,4967.081012
40.557556,37.191492,1033.279217
27.085278,38.393081,3916.905463
30.741192,41.088139,2297.687187
27.606108,39.190917,11910.47551
32.833639,39.84795,664.2562316
32.867428,39.910419,77.10284301
43.357006,38.489139,185.2509622
32.651608,39.871628,819.0959388
35.267778,36.995306,9929.279985
29.212167,40.199581,32169.41016
29.926028,40.764917,4088.571328
27.265278,38.428053,611.3483079
29.136108,37.731667,794.3411687
36.328219,41.290608,841.3549957
29.034581,37.793556,10001.18441
29.086639,37.775869,2935.788646
30.699081,36.893958,369.2877306
30.707142,36.888225,5191.247632
28.966108,41.115639,3143.341314
28.761806,41.180997,6656.139226
32.594639,39.995192,4558.589122
29.286858,40.21065,1045.726153
28.927383,41.0126,3238.04559
28.917186,41.034214,4428.839383
29.821331,40.762167,13305.64881
32.488458,37.877014,234.880684
31.434086,36.774964,67.83356981
29.039556,41.098442,12272.49107
36.170247,36.236556,3691.116552
28.904889,41.030139,231.2414476
32.592319,37.984217,2872.822975
39.747278,37.233667,15175.62247
30.667889,36.892969,12606.45197
31.788667,41.45375,4979.208788
29.129039,40.996067,4618.628704
44.271497,37.563192,8180.770605
29.126878,40.978478,25566.13215
32.973108,39.976358,776.4274168
37.883192,40.978942,8562.626041
29.119997,41.016942,8228.770388
29.298678,40.832367,14425.00534
28.9,40.9922,3224.054418
28.786281,41.048117,3865.500798
28.984308,41.068631,598.7826209
36.335378,41.275628,4629.336974
30.725667,40.790608,11621.15221
27.077189,38.398869,816.5692353
28.826767,41.034206,88.72650044
28.976192,41.063392,3782.536012
39.380442,41.079667,3048.367887
30.626142,36.874203,2057.459245
29.099242,40.191781,2463.184001
40.180942,37.9395,170.4054632
30.817667,36.936858,9047.755818
27.364831,41.403108,30451.99503
29.494,40.090683,1132.123516
35.33825,36.98625,17006.60778
29.294108,40.869556,208.9201164
27.190139,38.429583,3336.7635
28.897358,41.034778,3075.915277
27.094667,38.482831,12740.37266
32.646778,39.947528,10395.1265
43.739778,37.571667,48.76043317
30.68825,36.8883,7842.300201
39.229408,41.051458,12320.25574
39.555081,41.036831,2383.595235
29.270306,40.988581,1995.972319
29.127442,40.395192,12.45599522
29.912167,40.712528,147.5959993
32.60225,39.976667,32503.80677
28.809808,41.047697,1927.764042
40.1907,37.931797,6381.10158
28.864214,41.002814,16268.48499
28.732817,41.181608,15814.22529
28.9116,40.9967,3397.301777
27.241942,37.832692,43.46037547
29.034728,37.78345,82.84730802
27.9001,39.525997,69.01057705
32.770528,39.951394,1492.561111
29.111667,40.942108,6660.237595
36.880539,37.589239,9652.196011
30.379081,40.75975,124.515262
27.213869,38.430189,8376.218888
29.082697,37.784339,1404.320268
27.132397,38.354519,3617.497411
28.975556,41.008219,11327.55433
30.272431,38.464867,2861.420671
29.08165,40.19295,944.8872843
28.262831,37.907028,2766.614849
28.271758,41.068142,22.73250594
27.860556,37.846667,9019.361868
28.784831,40.517997,2725.553183
